Año,Mes,Cód. Departamento,Cód. Ciudad,Departamento,Ciudad,Viajeros
2022,julio,25,25754,Cundinamarca,Soacha,212
2022,julio,25,25758,Cundinamarca,Sopó,67
2022,julio,25,25769,Cundinamarca,Subachoque,37
2022,julio,25,25772,Cundinamarca,Suesca,12
2022,julio,25,25777,Cundinamarca,Supatá,1
2022,julio,25,25781,Cundinamarca,Sutatausa,1
2022,julio,25,25785,Cundinamarca,Tabio,44
2022,julio,25,25797,Cundinamarca,Tena,5
2022,julio,25,25799,Cundinamarca,Tenjo,40
2022,julio,25,25807,Cundinamarca,Tibirita,1
2022,julio,25,25815,Cundinamarca,Tocaima,4
2022,julio,25,25817,Cundinamarca,Tocancipá,70
2022,julio,25,25841,Cundinamarca,Ubaque,27
2022,julio,25,25843,Cundinamarca,Villa de San Diego de Ubate,5
2022,julio,25,25871,Cundinamarca,Villagómez,1
2022,julio,25,25873,Cundinamarca,Villapinzón,3
2022,julio,25,25875,Cundinamarca,Villeta,19
2022,julio,25,25898,Cundinamarca,Zipacón,7
2022,julio,25,25899,Cundinamarca,Zipaquirá,126
2022,julio,27,27001,Chocó,Quibdó,22
2022,julio,27,27006,Chocó,Acandí,123
2022,julio,27,27050,Chocó,Atrato,2
2022,julio,27,27075,Chocó,Bahía Solano,20
2022,julio,27,27245,Chocó,El Carmen de Atrato,6
2022,julio,27,27361,Chocó,Istmina,1
2022,julio,27,27372,Chocó,Juradó,1
2022,julio,27,27495,Chocó,Nuquí,11
2022,julio,41,41001,Huila,Neiva,411
2022,julio,41,41006,Huila,Acevedo,5
2022,julio,41,41020,Huila,Algeciras,3
2022,julio,41,41132,Huila,Campoalegre,3
2022,julio,41,41298,Huila,Garzón,20
2022,julio,41,41306,Huila,Gigante,5
2022,julio,41,41319,Huila,Guadalupe,2
2022,julio,41,41349,Huila,Hobo,1
2022,julio,41,41359,Huila,Isnos,1
2022,julio,41,41396,Huila,La Plata,18
2022,julio,41,41524,Huila,Palermo,1
2022,julio,41,41548,Huila,Pital,2
2022,julio,41,41551,Huila,Pitalito,60
2022,julio,41,41615,Huila,Rivera,6
2022,julio,41,41668,Huila,San Agustín,26
2022,julio,41,41770,Huila,Suaza,2
2022,julio,41,41807,Huila,Timaná,2
2022,julio,41,41872,Huila,Villavieja,5
2022,julio,44,44001,La Guajira,Riohacha,453
2022,julio,44,44035,La Guajira,Albania,17
2022,julio,44,44078,La Guajira,Barrancas,2
2022,julio,44,44090,La Guajira,Dibulla,36
2022,julio,44,44279,La Guajira,Fonseca,3
2022,julio,44,44378,La Guajira,Hatonuevo,4
2022,julio,44,44420,La Guajira,La Jagua del Pilar,2
2022,julio,44,44430,La Guajira,Maicao,215
2022,julio,44,44560,La Guajira,Manaure,2
2022,julio,44,44650,La Guajira,San Juan del Cesar,3
2022,julio,44,44847,La Guajira,Uribia,16
2022,julio,44,44855,La Guajira,Urumita,3
2022,julio,44,44874,La Guajira,Villanueva,10
2022,julio,47,47001,Magdalena,Santa Marta,4576
2022,julio,47,47030,Magdalena,Algarrobo,18
2022,julio,47,47053,Magdalena,Aracataca,2
2022,julio,47,47161,Magdalena,Cerro San Antonio,1
2022,julio,47,47170,Magdalena,Chivolo,1
2022,julio,47,47189,Magdalena,Ciénaga,14
2022,julio,47,47205,Magdalena,Concordia,3
2022,julio,47,47245,Magdalena,El Banco,4
2022,julio,47,47258,Magdalena,El Piñon,3
2022,julio,47,47288,Magdalena,Fundación,10
2022,julio,47,47460,Magdalena,Nueva Granada,1
2022,julio,47,47541,Magdalena,Pedraza,1
2022,julio,47,47551,Magdalena,Pivijay,3
2022,julio,47,47555,Magdalena,Plato,5
2022,julio,47,47570,Magdalena,Puebloviejo,7
2022,julio,47,47660,Magdalena,Sabanas de San Angel,1
2022,julio,47,47692,Magdalena,San Sebastián de Buenavista,2
2022,julio,47,47703,Magdalena,San Zenón,1
2022,julio,47,47707,Magdalena,Santa Ana,13
2022,julio,47,47720,Magdalena,Santa Bárbara de Pinto,5
2022,julio,47,47745,Magdalena,Sitionuevo,2
2022,julio,50,50001,Meta,Villavicencio,427
2022,julio,50,50006,Meta,Acacías,44
2022,julio,50,50150,Meta,Castilla La Nueva,1
2022,julio,50,50226,Meta,Cumaral,10
2022,julio,50,50313,Meta,Granada,19
2022,julio,50,50318,Meta,Guamal,4
2022,julio,50,50330,Meta,Mesetas,3
2022,julio,50,50350,Meta,La Macarena,5
2022,julio,50,50450,Meta,Puerto Concordia,7
2022,julio,50,50568,Meta,Puerto Gaitán,210
2022,julio,50,50573,Meta,Puerto López,2
2022,julio,50,50577,Meta,Puerto Lleras,1
2022,julio,50,50606,Meta,Restrepo,9
2022,julio,50,50689,Meta,San Martín,5
2022,julio,50,50711,Meta,Vistahermosa,1
2022,julio,52,52001,Nariño,Pasto,766
2022,julio,52,52019,Nariño,Albán,7
2022,julio,52,52036,Nariño,Ancuyá,2
2022,julio,52,52051,Nariño,Arboleda,1
2022,julio,52,52203,Nariño,Colón,1
2022,julio,52,52210,Nariño,Contadero,1
2022,julio,52,52227,Nariño,Cumbal,1
2022,julio,52,52233,Nariño,Cumbitara,1
2022,julio,52,52240,Nariño,Chachagüí,15
2022,julio,52,52260,Nariño,El Tambo,1
2022,julio,52,52354,Nariño,Imués,2
2022,julio,52,52356,Nariño,Ipiales,509
2022,julio,52,52378,Nariño,La Cruz,1
2022,julio,52,52385,Nariño,La Llanada,5
2022,julio,52,52399,Nariño,La Unión,7
2022,julio,52,52480,Nariño,Nariño,17
2022,julio,52,52490,Nariño,Olaya Herrera,1
2022,julio,52,52520,Nariño,Francisco Pizarro,1
2022,julio,52,52585,Nariño,Pupiales,6
2022,julio,52,52683,Nariño,Sandoná,3
2022,julio,52,52687,Nariño,San Lorenzo,1
2022,julio,52,52693,Nariño,San Pablo,3
2022,julio,52,52699,Nariño,Santacruz,1
2022,julio,52,52786,Nariño,Taminango,1
2022,julio,52,52835,Nariño,San Andres de Tumaco,91
2022,julio,52,52838,Nariño,Túquerres,3
2022,julio,54,54001,Norte de Santander,Cúcuta,5452
2022,julio,54,54003,Norte de Santander,Abrego,21
2022,julio,54,54051,Norte de Santander,Arboledas,2
2022,julio,54,54099,Norte de Santander,Bochalema,6
2022,julio,54,54109,Norte de Santander,Bucarasica,1
2022,julio,54,54125,Norte de Santander,Cácota,8
2022,julio,54,54172,Norte de Santander,Chinácota,8
2022,julio,54,54174,Norte de Santander,Chitagá,2
2022,julio,54,54223,Norte de Santander,Cucutilla,29
2022,julio,54,54261,Norte de Santander,El Zulia,4
2022,julio,54,54313,Norte de Santander,Gramalote,1
2022,julio,54,54398,Norte de Santander,La Playa,1
2022,julio,54,54405,Norte de Santander,Los Patios,48
2022,julio,54,54480,Norte de Santander,Mutiscua,3
2022,julio,54,54498,Norte de Santander,Ocaña,26
2022,julio,54,54518,Norte de Santander,Pamplona,32
2022,julio,54,54553,Norte de Santander,Puerto Santander,12
2022,julio,54,54599,Norte de Santander,Ragonvalia,2
2022,julio,54,54660,Norte de Santander,Salazar,2
2022,julio,54,54670,Norte de Santander,San Calixto,1
2022,julio,54,54673,Norte de Santander,San Cayetano,8
2022,julio,54,54680,Norte de Santander,Santiago,1
2022,julio,54,54720,Norte de Santander,Sardinata,2
2022,julio,54,54810,Norte de Santander,Tibú,5
2022,julio,54,54820,Norte de Santander,Toledo,3
2022,julio,54,54874,Norte de Santander,Villa del Rosario,182
2022,julio,63,63001,Quindío,Armenia,1985
2022,julio,63,63111,Quindío,Buenavista,4
2022,julio,63,63130,Quindío,Calarca,231
2022,julio,63,63190,Quindío,Circasia,75
2022,julio,63,63212,Quindío,Córdoba,3
2022,julio,63,63272,Quindío,Filandia,96
2022,julio,63,63302,Quindío,Génova,5
2022,julio,63,63401,Quindío,La Tebaida,167
2022,julio,63,63470,Quindío,Montenegro,229
2022,julio,63,63548,Quindío,Pijao,2
2022,julio,63,63594,Quindío,Quimbaya,182
2022,julio,63,63690,Quindío,Salento,344
2022,julio,66,66001,Risaralda,Pereira,3660
2022,julio,66,66045,Risaralda,Apía,16
2022,julio,66,66075,Risaralda,Balboa,5
2022,julio,66,66088,Risaralda,Belén de Umbría,33
2022,julio,66,66170,Risaralda,Dosquebradas,391
2022,julio,66,66400,Risaralda,La Virginia,38
2022,julio,66,66440,Risaralda,Marsella,9
2022,julio,66,66456,Risaralda,Mistrató,4
2022,julio,66,66572,Risaralda,Pueblo Rico,8
2022,julio,66,66594,Risaralda,Quinchía,4
2022,julio,66,66682,Risaralda,Santa Rosa de Cabal,174
2022,julio,66,66687,Risaralda,Santuario,20
2022,julio,68,68001,Santander,Bucaramanga,2407
2022,julio,68,68013,Santander,Aguada,8
2022,julio,68,68051,Santander,Aratoca,1
2022,julio,68,68077,Santander,Barbosa,15
2022,julio,68,68079,Santander,Barichara,27
2022,julio,68,68081,Santander,Barrancabermeja,64
2022,julio,68,68092,Santander,Betulia,1
2022,julio,68,68101,Santander,Bolívar,7
2022,julio,68,68121,Santander,Cabrera,2
2022,julio,68,68132,Santander,California,5
2022,julio,68,68167,Santander,Charalá,8
2022,julio,68,68190,Santander,Cimitarra,2
2022,julio,68,68229,Santander,Curití,10
2022,julio,68,68250,Santander,El Peñón,3
2022,julio,68,68266,Santander,Enciso,1
2022,julio,68,68271,Santander,Florián,2
2022,julio,68,68276,Santander,Floridablanca,295
2022,julio,68,68307,Santander,Girón,47
2022,julio,68,68320,Santander,Guadalupe,4
2022,julio,68,68324,Santander,Guavatá,1
2022,julio,68,68327,Santander,Güepsa,3
2022,julio,68,68406,Santander,Lebrija,9
2022,julio,68,68418,Santander,Los Santos,25
2022,julio,68,68425,Santander,Macaravita,1
2022,julio,68,68432,Santander,Málaga,12
2022,julio,68,68547,Santander,Piedecuesta,68
2022,julio,68,68549,Santander,Pinchote,1
2022,julio,68,68572,Santander,Puente Nacional,1
2022,julio,68,68615,Santander,Rionegro,3
2022,julio,68,68655,Santander,Sabana de Torres,8
2022,julio,68,68669,Santander,San Andrés,5
2022,julio,68,68679,Santander,San Gil,77
2022,julio,68,68684,Santander,San José de Miranda,1
2022,julio,68,68686,Santander,San Miguel,1
2022,julio,68,68689,Santander,San Vicente de Chucurí,4
2022,julio,68,68705,Santander,Santa Bárbara,1
2022,julio,68,68755,Santander,Socorro,16
2022,julio,68,68773,Santander,Sucre,1
2022,julio,68,68855,Santander,Valle de San José,4
2022,julio,68,68861,Santander,Vélez,9
2022,julio,68,68872,Santander,Villanueva,1
2022,julio,68,68895,Santander,Zapatoca,7
2022,julio,70,70001,Sucre,Sincelejo,159
2022,julio,70,70110,Sucre,Buenavista,1
2022,julio,70,70215,Sucre,Corozal,13
2022,julio,70,70221,Sucre,Coveñas,51
2022,julio,70,70670,Sucre,Sampués,1
2022,julio,70,70702,Sucre,San Juan de Betulia,1
2022,julio,70,70713,Sucre,San Onofre,14
2022,julio,70,70771,Sucre,Sucre,5
2022,julio,70,70820,Sucre,Santiago de Tolú,20
2022,julio,70,70823,Sucre,Tolú Viejo,11
2022,julio,73,73001,Tolima,Ibagué,652
2022,julio,73,73024,Tolima,Alpujarra,4
2022,julio,73,73043,Tolima,Anzoátegui,1
2022,julio,73,73055,Tolima,Armero,6
2022,julio,73,73124,Tolima,Cajamarca,6
2022,julio,73,73148,Tolima,Carmen de Apicalá,2
2022,julio,73,73168,Tolima,Chaparral,10
2022,julio,73,73217,Tolima,Coyaima,3
2022,julio,73,73236,Tolima,Dolores,1
2022,julio,73,73268,Tolima,Espinal,27
2022,julio,73,73270,Tolima,Falan,3
2022,julio,73,73275,Tolima,Flandes,6
2022,julio,73,73283,Tolima,Fresno,2
2022,julio,73,73319,Tolima,Guamo,3
2022,julio,73,73349,Tolima,Honda,10
2022,julio,73,73352,Tolima,Icononzo,4
2022,julio,73,73408,Tolima,Lérida,3
2022,julio,73,73411,Tolima,Líbano,8
2022,julio,73,73443,Tolima,San Sebastián de Mariquita,14
2022,julio,73,73449,Tolima,Melgar,96
2022,julio,73,73461,Tolima,Murillo,1
2022,julio,73,73483,Tolima,Natagaima,1
2022,julio,73,73504,Tolima,Ortega,2
2022,julio,73,73547,Tolima,Piedras,2
2022,julio,73,73555,Tolima,Planadas,6
2022,julio,73,73563,Tolima,Prado,1
2022,julio,73,73622,Tolima,Roncesvalles,1
2022,julio,73,73678,Tolima,San Luis,4
2022,julio,73,73770,Tolima,Suárez,2
2022,julio,73,73861,Tolima,Venadillo,3
2022,julio,76,76001,Valle del Cauca,Cali,21062
2022,julio,76,76020,Valle del Cauca,Alcalá,85
2022,julio,76,76036,Valle del Cauca,Andalucía,18
2022,julio,76,76041,Valle del Cauca,Ansermanuevo,2
2022,julio,76,76100,Valle del Cauca,Bolívar,12
2022,julio,76,76109,Valle del Cauca,Buenaventura,493
2022,julio,76,76111,Valle del Cauca,Guadalajara de Buga,251
2022,julio,76,76113,Valle del Cauca,Bugalagrande,117
2022,julio,76,76122,Valle del Cauca,Caicedonia,108
2022,julio,76,76126,Valle del Cauca,Calima,42
2022,julio,76,76130,Valle del Cauca,Candelaria,58
2022,julio,76,76147,Valle del Cauca,Cartago,324
2022,julio,76,76233,Valle del Cauca,Dagua,14
2022,julio,76,76243,Valle del Cauca,El Águila,3
2022,julio,76,76246,Valle del Cauca,El Cairo,1
2022,julio,76,76248,Valle del Cauca,El Cerrito,80
2022,julio,76,76250,Valle del Cauca,El Dovio,4
2022,julio,76,76275,Valle del Cauca,Florida,50
2022,julio,76,76306,Valle del Cauca,Ginebra,40
2022,julio,76,76318,Valle del Cauca,Guacarí,26
2022,julio,76,76364,Valle del Cauca,Jamundí,246
2022,julio,76,76377,Valle del Cauca,La Cumbre,8
2022,julio,76,76400,Valle del Cauca,La Unión,25
2022,julio,76,76403,Valle del Cauca,La Victoria,17
2022,julio,76,76497,Valle del Cauca,Obando,5
2022,julio,76,76520,Valle del Cauca,Palmira,962
2022,julio,76,76563,Valle del Cauca,Pradera,32
2022,julio,76,76606,Valle del Cauca,Restrepo,16
2022,julio,76,76616,Valle del Cauca,Riofrío,4
2022,julio,76,76622,Valle del Cauca,Roldanillo,28
2022,julio,76,76670,Valle del Cauca,San Pedro,3
2022,julio,76,76736,Valle del Cauca,Sevilla,61
2022,julio,76,76823,Valle del Cauca,Toro,15
2022,julio,76,76828,Valle del Cauca,Trujillo,7
2022,julio,76,76834,Valle del Cauca,Tuluá,387
2022,julio,76,76845,Valle del Cauca,Ulloa,7
2022,julio,76,76863,Valle del Cauca,Versalles,4
2022,julio,76,76869,Valle del Cauca,Vijes,16
2022,julio,76,76890,Valle del Cauca,Yotoco,14
2022,julio,76,76892,Valle del Cauca,Yumbo,144
2022,julio,76,76895,Valle del Cauca,Zarzal,33
2022,julio,81,81001,Arauca,Arauca,98
2022,julio,81,81065,Arauca,Arauquita,3
2022,julio,81,81300,Arauca,Fortul,3
2022,julio,81,81736,Arauca,Saravena,8
2022,julio,81,81794,Arauca,Tame,4
2022,julio,85,85001,Casanare,Yopal,80
2022,julio,85,85010,Casanare,Aguazul,3
2022,julio,85,85139,Casanare,Maní,2
2022,julio,85,85162,Casanare,Monterrey,4
2022,julio,85,85250,Casanare,Paz de Ariporo,4
2022,julio,85,85263,Casanare,Pore,2
2022,julio,85,85410,Casanare,Tauramena,1
2022,julio,85,85440,Casanare,Villanueva,5
2022,julio,86,86001,Putumayo,Mocoa,28
2022,julio,86,86219,Putumayo,Colón,2
2022,julio,86,86320,Putumayo,Orito,9
2022,julio,86,86568,Putumayo,Puerto Asís,22
2022,julio,86,86573,Putumayo,Puerto Leguízamo,1
2022,julio,86,86749,Putumayo,Sibundoy,6
2022,julio,86,86757,Putumayo,San Miguel,1
2022,julio,86,86865,Putumayo,Valle del Guamuez,10
2022,julio,86,86885,Putumayo,Villagarzón,6
2022,julio,88,88001,San Andrés y Providencia,San Andrés,6323
2022,julio,88,88564,San Andrés y Providencia,Providencia,191
2022,julio,91,91001,Amazonas,Leticia,466
2022,julio,91,91263,Amazonas,El Encanto,22
2022,julio,91,91405,Amazonas,La Chorrera,1
2022,julio,91,91407,Amazonas,La Pedrera,1
2022,julio,91,91430,Amazonas,La Victoria,3
2022,julio,91,91530,Amazonas,Puerto Alegría,1
2022,julio,91,91540,Amazonas,Puerto Nariño,17
2022,julio,91,91798,Amazonas,Tarapacá,1
2022,julio,94,94001,Guainía,Inírida,12
2022,julio,94,94663,Guainía,Mapiripana,1
2022,julio,94,94885,Guainía,La Guadalupe,1
2022,julio,95,95001,Guaviare,San José del Guaviare,10
2022,julio,97,12001,Vaupés,Sin Especificar,1
2022,julio,97,97001,Vaupés,Mitú,9
2022,julio,97,97161,Vaupés,Caruru,1
2022,julio,99,99001,Vichada,Puerto Carreño,21
2022,agosto,5,5001,Antioquia,Medellín,64956
2022,agosto,5,5002,Antioquia,Abejorral,375
2022,agosto,5,5004,Antioquia,Abriaquí,19
2022,agosto,5,5021,Antioquia,Alejandría,19
2022,agosto,5,5030,Antioquia,Amagá,7
2022,agosto,5,5031,Antioquia,Amalfi,3
2022,agosto,5,5034,Antioquia,Andes,11
2022,agosto,5,5036,Antioquia,Angelópolis,2
2022,agosto,5,5038,Antioquia,Angostura,5
2022,agosto,5,5040,Antioquia,Anorí,1
2022,agosto,5,5042,Antioquia,Santafé de Antioquia,39
2022,agosto,5,5045,Antioquia,Apartadó,26
2022,agosto,5,5051,Antioquia,Arboletes,4
2022,agosto,5,5055,Antioquia,Argelia,3
2022,agosto,5,5059,Antioquia,Armenia,46
2022,agosto,5,5079,Antioquia,Barbosa,63
2022,agosto,5,5088,Antioquia,Bello,562
2022,agosto,5,5091,Antioquia,Betania,1
2022,agosto,5,5101,Antioquia,Ciudad Bolívar,11
2022,agosto,5,5113,Antioquia,Buriticá,10
2022,agosto,5,5120,Antioquia,Cáceres,3
2022,agosto,5,5125,Antioquia,Caicedo,6
2022,agosto,5,5129,Antioquia,Caldas,43
2022,agosto,5,5134,Antioquia,Campamento,1
2022,agosto,5,5142,Antioquia,Caracolí,1
2022,agosto,5,5145,Antioquia,Caramanta,4
2022,agosto,5,5147,Antioquia,Carepa,3
2022,agosto,5,5148,Antioquia,El Carmen de Viboral,58
2022,agosto,5,5150,Antioquia,Carolina,2
2022,agosto,5,5154,Antioquia,Caucasia,12
2022,agosto,5,5172,Antioquia,Chigorodó,2
2022,agosto,5,5190,Antioquia,Cisneros,3
2022,agosto,5,5197,Antioquia,Cocorná,11
2022,agosto,5,5206,Antioquia,Concepción,2
2022,agosto,5,5212,Antioquia,Copacabana,114
2022,agosto,5,5234,Antioquia,Dabeiba,5
2022,agosto,5,5237,Antioquia,Donmatías,17
2022,agosto,5,5240,Antioquia,Ebéjico,1
2022,agosto,5,5250,Antioquia,El Bagre,1
2022,agosto,5,5264,Antioquia,Entrerrios,6
2022,agosto,5,5266,Antioquia,Envigado,1332
2022,agosto,5,5282,Antioquia,Fredonia,10
2022,agosto,5,5284,Antioquia,Frontino,3
2022,agosto,5,5306,Antioquia,Giraldo,5
2022,agosto,5,5308,Antioquia,Girardota,48
2022,agosto,5,5310,Antioquia,Gómez Plata,3
2022,agosto,5,5313,Antioquia,Granada,1
2022,agosto,5,5315,Antioquia,Guadalupe,10
2022,agosto,5,5318,Antioquia,Guarne,134
2022,agosto,5,5321,Antioquia,Guatape,301
2022,agosto,5,5347,Antioquia,Heliconia,2
2022,agosto,5,5353,Antioquia,Hispania,2
2022,agosto,5,5360,Antioquia,Itagui,563
2022,agosto,5,5361,Antioquia,Ituango,1
2022,agosto,5,5364,Antioquia,Jardín,26
2022,agosto,5,5368,Antioquia,Jericó,7
2022,agosto,5,5376,Antioquia,La Ceja,133
2022,agosto,5,5380,Antioquia,La Estrella,108
2022,agosto,5,5390,Antioquia,La Pintada,1
2022,agosto,5,5400,Antioquia,La Unión,14
2022,agosto,5,5425,Antioquia,Maceo,3
2022,agosto,5,5440,Antioquia,Marinilla,108
2022,agosto,5,5467,Antioquia,Montebello,7
2022,agosto,5,5475,Antioquia,Murindó,2
2022,agosto,5,5480,Antioquia,Mutatá,2
2022,agosto,5,5483,Antioquia,Nariño,5
2022,agosto,5,5490,Antioquia,Necoclí,9
2022,agosto,5,5501,Antioquia,Olaya,1
2022,agosto,5,5541,Antioquia,Peñol,37
2022,agosto,5,5543,Antioquia,Peque,1
2022,agosto,5,5576,Antioquia,Pueblorrico,2
2022,agosto,5,5579,Antioquia,Puerto Berrío,4
2022,agosto,5,5591,Antioquia,Puerto Triunfo,14
2022,agosto,5,5607,Antioquia,Retiro,104
2022,agosto,5,5615,Antioquia,Rionegro,1455
2022,agosto,5,5628,Antioquia,Sabanalarga,3
2022,agosto,5,5631,Antioquia,Sabaneta,632
2022,agosto,5,5647,Antioquia,San Andrés de Cuerquía,4
2022,agosto,5,5649,Antioquia,San Carlos,4
2022,agosto,5,5656,Antioquia,San Jerónimo,21
2022,agosto,5,5658,Antioquia,San José de La Montaña,11
2022,agosto,5,5659,Antioquia,San Juan de Urabá,2
2022,agosto,5,5660,Antioquia,San Luis,2
2022,agosto,5,5664,Antioquia,San Pedro de Los Milagros,3
2022,agosto,5,5667,Antioquia,San Rafael,21
2022,agosto,5,5670,Antioquia,San Roque,1
2022,agosto,5,5674,Antioquia,San Vicente Ferrer,14
2022,agosto,5,5679,Antioquia,Santa Bárbara,5
2022,agosto,5,5686,Antioquia,Santa Rosa de Osos,13
2022,agosto,5,5690,Antioquia,Santo Domingo,2
2022,agosto,5,5697,Antioquia,El Santuario,16
2022,agosto,5,5736,Antioquia,Segovia,8
2022,agosto,5,5756,Antioquia,Sonson,6
2022,agosto,5,5761,Antioquia,Sopetrán,5
2022,agosto,5,5789,Antioquia,Támesis,2
2022,agosto,5,5819,Antioquia,Toledo,1
2022,agosto,5,5837,Antioquia,Turbo,26
2022,agosto,5,5847,Antioquia,Urrao,4
2022,agosto,5,5856,Antioquia,Valparaíso,1
2022,agosto,5,5861,Antioquia,Venecia,8
2022,agosto,5,5885,Antioquia,Yalí,2
2022,agosto,5,5887,Antioquia,Yarumal,2
2022,agosto,5,5890,Antioquia,Yolombó,1
2022,agosto,5,5895,Antioquia,Zaragoza,1
2022,agosto,8,8001,Atlántico,Barranquilla,7109
2022,agosto,8,8078,Atlántico,Baranoa,52
2022,agosto,8,8137,Atlántico,Campo de La Cruz,5
2022,agosto,8,8141,Atlántico,Candelaria,2
2022,agosto,8,8296,Atlántico,Galapa,12
2022,agosto,8,8372,Atlántico,Juan de Acosta,25
2022,agosto,8,8421,Atlántico,Luruaco,6
2022,agosto,8,8433,Atlántico,Malambo,21
2022,agosto,8,8436,Atlántico,Manatí,12
2022,agosto,8,8520,Atlántico,Palmar de Varela,4
2022,agosto,8,8549,Atlántico,Piojó,1
2022,agosto,8,8558,Atlántico,Polonuevo,2
2022,agosto,8,8573,Atlántico,Puerto Colombia,82
2022,agosto,8,8606,Atlántico,Repelón,3
2022,agosto,8,8634,Atlántico,Sabanagrande,11
2022,agosto,8,8638,Atlántico,Sabanalarga,21
2022,agosto,8,8675,Atlántico,Santa Lucía,5
2022,agosto,8,8685,Atlántico,Santo Tomás,15
2022,agosto,8,8758,Atlántico,Soledad,131
2022,agosto,8,8770,Atlántico,Suan,2
2022,agosto,8,8832,Atlántico,Tubará,2
2022,agosto,8,8849,Atlántico,Usiacurí,1
2022,agosto,11,11001,"Bogotá, D.C.","Bogotá, D.C.",121560
2022,agosto,11,12001,"Bogotá, D.C.",Sin Especificar,1
2022,agosto,12,12001,Sin Especificar,Sin Especificar,185
2022,agosto,13,13001,Bolívar,Cartagena,53157
2022,agosto,13,13006,Bolívar,Achí,105
2022,agosto,13,13030,Bolívar,Altos del Rosario,3
2022,agosto,13,13042,Bolívar,Arenal,2
2022,agosto,13,13052,Bolívar,Arjona,7
2022,agosto,13,13062,Bolívar,Arroyohondo,2
2022,agosto,13,13074,Bolívar,Barranco de Loba,5
2022,agosto,13,13140,Bolívar,Calamar,6
2022,agosto,13,13160,Bolívar,Cantagallo,18
2022,agosto,13,13188,Bolívar,Cicuco,21
2022,agosto,13,13212,Bolívar,Córdoba,7
2022,agosto,13,13222,Bolívar,Clemencia,4
2022,agosto,13,13244,Bolívar,El Carmen de Bolívar,10
2022,agosto,13,13430,Bolívar,Magangué,6
2022,agosto,13,13442,Bolívar,María La Baja,3
2022,agosto,13,13468,Bolívar,Mompós,5
2022,agosto,13,13620,Bolívar,San Cristóbal,1
2022,agosto,13,13650,Bolívar,San Fernando,1
2022,agosto,13,13654,Bolívar,San Jacinto,2
2022,agosto,13,13655,Bolívar,San Jacinto del Cauca,1
2022,agosto,13,13657,Bolívar,San Juan Nepomuceno,4
2022,agosto,13,13667,Bolívar,San Martín de Loba,2
2022,agosto,13,13673,Bolívar,Santa Catalina,4
2022,agosto,13,13683,Bolívar,Santa Rosa,6
2022,agosto,13,13688,Bolívar,Santa Rosa del Sur,1
2022,agosto,13,13780,Bolívar,Talaigua Nuevo,1
2022,agosto,13,13836,Bolívar,Turbaco,29
2022,agosto,13,13838,Bolívar,Turbaná,2
2022,agosto,13,13873,Bolívar,Villanueva,2
2022,agosto,15,15001,Boyacá,Tunja,199
2022,agosto,15,15022,Boyacá,Almeida,3
2022,agosto,15,15047,Boyacá,Aquitania,2
2022,agosto,15,15087,Boyacá,Belén,1
2022,agosto,15,15104,Boyacá,Boyacá,15
2022,agosto,15,15172,Boyacá,Chinavita,1
2022,agosto,15,15176,Boyacá,Chiquinquirá,15
2022,agosto,15,15180,Boyacá,Chiscas,2
2022,agosto,15,15185,Boyacá,Chitaraque,2
2022,agosto,15,15187,Boyacá,Chivatá,1
2022,agosto,15,15204,Boyacá,Cómbita,2
2022,agosto,15,15215,Boyacá,Corrales,3
2022,agosto,15,15238,Boyacá,Duitama,80
2022,agosto,15,15272,Boyacá,Firavitoba,1
2022,agosto,15,15299,Boyacá,Garagoa,2
2022,agosto,15,15322,Boyacá,Guateque,2
2022,agosto,15,15325,Boyacá,Guayatá,1
2022,agosto,15,15332,Boyacá,Güicán,1
2022,agosto,15,15362,Boyacá,Iza,1
2022,agosto,15,15380,Boyacá,La Capilla,2
2022,agosto,15,15407,Boyacá,Villa de Leyva,120
2022,agosto,15,15455,Boyacá,Miraflores,1
2022,agosto,15,15466,Boyacá,Monguí,1
2022,agosto,15,15469,Boyacá,Moniquirá,5
2022,agosto,15,15476,Boyacá,Motavita,1
2022,agosto,15,15480,Boyacá,Muzo,3
2022,agosto,15,15491,Boyacá,Nobsa,4
2022,agosto,15,15494,Boyacá,Nuevo Colón,1
2022,agosto,15,15507,Boyacá,Otanche,2
2022,agosto,15,15516,Boyacá,Paipa,36
2022,agosto,15,15537,Boyacá,Paz de Río,2
2022,agosto,15,15572,Boyacá,Puerto Boyacá,7
2022,agosto,15,15580,Boyacá,Quípama,1
2022,agosto,15,15600,Boyacá,Ráquira,2
2022,agosto,15,15638,Boyacá,Sáchica,1
2022,agosto,15,15646,Boyacá,Samacá,4
2022,agosto,15,15681,Boyacá,San Pablo de Borbur,2
2022,agosto,15,15686,Boyacá,Santana,4
2022,agosto,15,15696,Boyacá,Santa Sofía,1
2022,agosto,15,15720,Boyacá,Sativanorte,1
2022,agosto,15,15753,Boyacá,Soatá,1
2022,agosto,15,15757,Boyacá,Socha,1
2022,agosto,15,15759,Boyacá,Sogamoso,92
2022,agosto,15,15763,Boyacá,Sotaquirá,2
2022,agosto,15,15776,Boyacá,Sutamarchán,4
2022,agosto,15,15806,Boyacá,Tibasosa,8
2022,agosto,15,15808,Boyacá,Tinjacá,1
2022,agosto,15,15822,Boyacá,Tota,1
2022,agosto,15,15835,Boyacá,Turmequé,1
2022,agosto,15,15837,Boyacá,Tuta,1
2022,agosto,15,15861,Boyacá,Ventaquemada,3
