Año,Mes,Cód. Departamento,Cód. Ciudad,Departamento,Ciudad,Viajeros
2020,enero,5,5001,Antioquia,Medellín,38144
2020,enero,5,5002,Antioquia,Abejorral,145
2020,enero,5,5004,Antioquia,Abriaquí,4
2020,enero,5,5030,Antioquia,Amagá,4
2020,enero,5,5031,Antioquia,Amalfi,1
2020,enero,5,5034,Antioquia,Andes,2
2020,enero,5,5042,Antioquia,Santafé de Antioquia,18
2020,enero,5,5045,Antioquia,Apartadó,21
2020,enero,5,5051,Antioquia,Arboletes,2
2020,enero,5,5079,Antioquia,Barbosa,19
2020,enero,5,5088,Antioquia,Bello,152
2020,enero,5,5093,Antioquia,Betulia,1
2020,enero,5,5101,Antioquia,Ciudad Bolívar,1
2020,enero,5,5113,Antioquia,Buriticá,13
2020,enero,5,5125,Antioquia,Caicedo,1
2020,enero,5,5129,Antioquia,Caldas,20
2020,enero,5,5145,Antioquia,Caramanta,1
2020,enero,5,5148,Antioquia,El Carmen de Viboral,25
2020,enero,5,5154,Antioquia,Caucasia,2
2020,enero,5,5190,Antioquia,Cisneros,5
2020,enero,5,5197,Antioquia,Cocorná,1
2020,enero,5,5212,Antioquia,Copacabana,48
2020,enero,5,5234,Antioquia,Dabeiba,2
2020,enero,5,5237,Antioquia,Donmatías,9
2020,enero,5,5240,Antioquia,Ebéjico,1
2020,enero,5,5250,Antioquia,El Bagre,4
2020,enero,5,5266,Antioquia,Envigado,353
2020,enero,5,5308,Antioquia,Girardota,18
2020,enero,5,5313,Antioquia,Granada,2
2020,enero,5,5315,Antioquia,Guadalupe,4
2020,enero,5,5318,Antioquia,Guarne,36
2020,enero,5,5321,Antioquia,Guatape,58
2020,enero,5,5360,Antioquia,Itagui,112
2020,enero,5,5361,Antioquia,Ituango,4
2020,enero,5,5364,Antioquia,Jardín,10
2020,enero,5,5368,Antioquia,Jericó,17
2020,enero,5,5376,Antioquia,La Ceja,80
2020,enero,5,5380,Antioquia,La Estrella,24
2020,enero,5,5390,Antioquia,La Pintada,1
2020,enero,5,5400,Antioquia,La Unión,11
2020,enero,5,5425,Antioquia,Maceo,2
2020,enero,5,5440,Antioquia,Marinilla,23
2020,enero,5,5467,Antioquia,Montebello,3
2020,enero,5,5480,Antioquia,Mutatá,2
2020,enero,5,5490,Antioquia,Necoclí,2
2020,enero,5,5501,Antioquia,Olaya,2
2020,enero,5,5541,Antioquia,Peñol,20
2020,enero,5,5543,Antioquia,Peque,1
2020,enero,5,5579,Antioquia,Puerto Berrío,4
2020,enero,5,5585,Antioquia,Puerto Nare,2
2020,enero,5,5591,Antioquia,Puerto Triunfo,6
2020,enero,5,5604,Antioquia,Remedios,1
2020,enero,5,5607,Antioquia,Retiro,36
2020,enero,5,5615,Antioquia,Rionegro,534
2020,enero,5,5628,Antioquia,Sabanalarga,4
2020,enero,5,5631,Antioquia,Sabaneta,151
2020,enero,5,5649,Antioquia,San Carlos,6
2020,enero,5,5656,Antioquia,San Jerónimo,2
2020,enero,5,5659,Antioquia,San Juan de Urabá,2
2020,enero,5,5660,Antioquia,San Luis,4
2020,enero,5,5664,Antioquia,San Pedro de Los Milagros,5
2020,enero,5,5667,Antioquia,San Rafael,2
2020,enero,5,5674,Antioquia,San Vicente Ferrer,1
2020,enero,5,5679,Antioquia,Santa Bárbara,1
2020,enero,5,5686,Antioquia,Santa Rosa de Osos,4
2020,enero,5,5697,Antioquia,El Santuario,19
2020,enero,5,5736,Antioquia,Segovia,7
2020,enero,5,5756,Antioquia,Sonson,2
2020,enero,5,5761,Antioquia,Sopetrán,2
2020,enero,5,5789,Antioquia,Támesis,1
2020,enero,5,5790,Antioquia,Tarazá,1
2020,enero,5,5809,Antioquia,Titiribí,1
2020,enero,5,5837,Antioquia,Turbo,5
2020,enero,5,5847,Antioquia,Urrao,1
2020,enero,5,5858,Antioquia,Vegachí,2
2020,enero,5,5861,Antioquia,Venecia,2
2020,enero,5,5887,Antioquia,Yarumal,1
2020,enero,5,5890,Antioquia,Yolombó,1
2020,enero,5,5893,Antioquia,Yondó,2
2020,enero,8,8001,Atlántico,Barranquilla,6406
2020,enero,8,8078,Atlántico,Baranoa,30
2020,enero,8,8137,Atlántico,Campo de La Cruz,4
2020,enero,8,8296,Atlántico,Galapa,4
2020,enero,8,8372,Atlántico,Juan de Acosta,16
2020,enero,8,8421,Atlántico,Luruaco,2
2020,enero,8,8433,Atlántico,Malambo,9
2020,enero,8,8436,Atlántico,Manatí,2
2020,enero,8,8520,Atlántico,Palmar de Varela,4
2020,enero,8,8558,Atlántico,Polonuevo,2
2020,enero,8,8560,Atlántico,Ponedera,1
2020,enero,8,8573,Atlántico,Puerto Colombia,23
2020,enero,8,8606,Atlántico,Repelón,1
2020,enero,8,8634,Atlántico,Sabanagrande,2
2020,enero,8,8638,Atlántico,Sabanalarga,7
2020,enero,8,8675,Atlántico,Santa Lucía,1
2020,enero,8,8685,Atlántico,Santo Tomás,15
2020,enero,8,8758,Atlántico,Soledad,36
2020,enero,8,8770,Atlántico,Suan,1
2020,enero,8,8832,Atlántico,Tubará,1
2020,enero,11,11001,"Bogotá, D.C.","Bogotá, D.C.",115343
2020,enero,12,11001,Sin Especificar,"Bogotá, D.C.",1
2020,enero,12,12001,Sin Especificar,Sin Especificar,4
2020,enero,13,13001,Bolívar,Cartagena,50976
2020,enero,13,13006,Bolívar,Achí,105
2020,enero,13,13042,Bolívar,Arenal,1
2020,enero,13,13052,Bolívar,Arjona,7
2020,enero,13,13074,Bolívar,Barranco de Loba,2
2020,enero,13,13140,Bolívar,Calamar,5
2020,enero,13,13160,Bolívar,Cantagallo,3
2020,enero,13,13188,Bolívar,Cicuco,1
2020,enero,13,13212,Bolívar,Córdoba,1
2020,enero,13,13244,Bolívar,El Carmen de Bolívar,1
2020,enero,13,13430,Bolívar,Magangué,8
2020,enero,13,13440,Bolívar,Margarita,1
2020,enero,13,13442,Bolívar,María La Baja,3
2020,enero,13,13458,Bolívar,Montecristo,1
2020,enero,13,13468,Bolívar,Mompós,1
2020,enero,13,13549,Bolívar,Pinillos,1
2020,enero,13,13600,Bolívar,Río Viejo,2
2020,enero,13,13654,Bolívar,San Jacinto,2
2020,enero,13,13657,Bolívar,San Juan Nepomuceno,6
2020,enero,13,13670,Bolívar,San Pablo,18
2020,enero,13,13683,Bolívar,Santa Rosa,1
2020,enero,13,13836,Bolívar,Turbaco,18
2020,enero,13,13894,Bolívar,Zambrano,1
2020,enero,15,15001,Boyacá,Tunja,282
2020,enero,15,15022,Boyacá,Almeida,5
2020,enero,15,15051,Boyacá,Arcabuco,3
2020,enero,15,15087,Boyacá,Belén,6
2020,enero,15,15104,Boyacá,Boyacá,5
2020,enero,15,15176,Boyacá,Chiquinquirá,10
2020,enero,15,15204,Boyacá,Cómbita,1
2020,enero,15,15224,Boyacá,Cucaita,1
2020,enero,15,15236,Boyacá,Chivor,1
2020,enero,15,15238,Boyacá,Duitama,75
2020,enero,15,15272,Boyacá,Firavitoba,2
2020,enero,15,15299,Boyacá,Garagoa,3
2020,enero,15,15322,Boyacá,Guateque,2
2020,enero,15,15325,Boyacá,Guayatá,1
2020,enero,15,15362,Boyacá,Iza,2
2020,enero,15,15407,Boyacá,Villa de Leyva,104
2020,enero,15,15466,Boyacá,Monguí,1
2020,enero,15,15469,Boyacá,Moniquirá,6
2020,enero,15,15491,Boyacá,Nobsa,14
2020,enero,15,15494,Boyacá,Nuevo Colón,1
2020,enero,15,15507,Boyacá,Otanche,2
2020,enero,15,15516,Boyacá,Paipa,59
2020,enero,15,15572,Boyacá,Puerto Boyacá,3
2020,enero,15,15638,Boyacá,Sáchica,1
2020,enero,15,15646,Boyacá,Samacá,1
2020,enero,15,15664,Boyacá,San José de Pare,3
2020,enero,15,15690,Boyacá,Santa María,4
2020,enero,15,15693,Boyacá,Santa Rosa de Viterbo,1
2020,enero,15,15696,Boyacá,Santa Sofía,1
2020,enero,15,15759,Boyacá,Sogamoso,61
2020,enero,15,15763,Boyacá,Sotaquirá,2
2020,enero,15,15806,Boyacá,Tibasosa,1
2020,enero,15,15837,Boyacá,Tuta,4
2020,enero,17,17001,Caldas,Manizales,878
2020,enero,17,17013,Caldas,Aguadas,10
2020,enero,17,17042,Caldas,Anserma,11
2020,enero,17,17050,Caldas,Aranzazu,8
2020,enero,17,17088,Caldas,Belalcázar,1
2020,enero,17,17174,Caldas,Chinchiná,31
2020,enero,17,17380,Caldas,La Dorada,28
2020,enero,17,17388,Caldas,La Merced,1
2020,enero,17,17433,Caldas,Manzanares,4
2020,enero,17,17442,Caldas,Marmato,3
2020,enero,17,17486,Caldas,Neira,2
2020,enero,17,17524,Caldas,Palestina,5
2020,enero,17,17541,Caldas,Pensilvania,1
2020,enero,17,17614,Caldas,Riosucio,10
2020,enero,17,17616,Caldas,Risaralda,2
2020,enero,17,17653,Caldas,Salamina,13
2020,enero,17,17777,Caldas,Supía,2
2020,enero,17,17867,Caldas,Victoria,1
2020,enero,17,17873,Caldas,Villamaría,8
2020,enero,17,17877,Caldas,Viterbo,14
2020,enero,18,18001,Caquetá,Florencia,53
2020,enero,18,18029,Caquetá,Albania,2
2020,enero,18,18247,Caquetá,El Doncello,1
2020,enero,18,18592,Caquetá,Puerto Rico,3
2020,enero,18,18610,Caquetá,San José del Fragua,1
2020,enero,18,18753,Caquetá,San Vicente del Caguán,5
2020,enero,19,19001,Cauca,Popayán,355
2020,enero,19,19022,Cauca,Almaguer,4
2020,enero,19,19050,Cauca,Argelia,2
2020,enero,19,19075,Cauca,Balboa,1
2020,enero,19,19110,Cauca,Buenos Aires,1
2020,enero,19,19130,Cauca,Cajibío,8
2020,enero,19,19137,Cauca,Caldono,1
2020,enero,19,19142,Cauca,Caloto,1
2020,enero,19,19212,Cauca,Corinto,2
2020,enero,19,19455,Cauca,Miranda,6
2020,enero,19,19533,Cauca,Piamonte,1
2020,enero,19,19548,Cauca,Piendamó,4
2020,enero,19,19573,Cauca,Puerto Tejada,3
2020,enero,19,19698,Cauca,Santander de Quilichao,23
2020,enero,19,19743,Cauca,Silvia,4
2020,enero,19,19845,Cauca,Villa Rica,8
2020,enero,20,20001,Cesar,Valledupar,331
2020,enero,20,20011,Cesar,Aguachica,17
2020,enero,20,20013,Cesar,Agustín Codazzi,3
2020,enero,20,20060,Cesar,Bosconia,11
2020,enero,20,20175,Cesar,Chimichagua,1
2020,enero,20,20178,Cesar,Chiriguaná,1
2020,enero,20,20228,Cesar,Curumaní,6
2020,enero,20,20238,Cesar,El Copey,1
2020,enero,20,20400,Cesar,La Jagua de Ibirico,70
2020,enero,20,20443,Cesar,Manaure,2
2020,enero,20,20570,Cesar,Pueblo Bello,1
2020,enero,20,20621,Cesar,La Paz,1
2020,enero,20,20710,Cesar,San Alberto,1
2020,enero,20,20787,Cesar,Tamalameque,3
2020,enero,23,23001,Córdoba,Montería,263
2020,enero,23,23162,Córdoba,Cereté,11
2020,enero,23,23182,Córdoba,Chinú,1
2020,enero,23,23189,Córdoba,Ciénaga de Oro,2
2020,enero,23,23417,Córdoba,Lorica,2
2020,enero,23,23466,Córdoba,Montelíbano,24
2020,enero,23,23500,Córdoba,Moñitos,1
2020,enero,23,23555,Córdoba,Planeta Rica,5
2020,enero,23,23660,Córdoba,Sahagún,5
2020,enero,23,23670,Córdoba,San Andrés de Sotavento,2
2020,enero,23,23672,Córdoba,San Antero,1
2020,enero,23,23686,Córdoba,San Pelayo,6
2020,enero,23,23807,Córdoba,Tierralta,2
2020,enero,25,25001,Cundinamarca,Agua de Dios,9
2020,enero,25,25035,Cundinamarca,Anapoima,12
2020,enero,25,25040,Cundinamarca,Anolaima,6
2020,enero,25,25053,Cundinamarca,Arbeláez,4
2020,enero,25,25099,Cundinamarca,Bojacá,5
2020,enero,25,25123,Cundinamarca,Cachipay,7
2020,enero,25,25126,Cundinamarca,Cajicá,176
2020,enero,25,25151,Cundinamarca,Caqueza,6
2020,enero,25,25154,Cundinamarca,Carmen de Carupa,1
2020,enero,25,25168,Cundinamarca,Chaguaní,1
2020,enero,25,25175,Cundinamarca,Chía,368
2020,enero,25,25178,Cundinamarca,Chipaque,2
2020,enero,25,25181,Cundinamarca,Choachí,12
2020,enero,25,25183,Cundinamarca,Chocontá,3
2020,enero,25,25200,Cundinamarca,Cogua,5
2020,enero,25,25214,Cundinamarca,Cota,69
2020,enero,25,25224,Cundinamarca,Cucunubá,2
2020,enero,25,25245,Cundinamarca,El Colegio,3
2020,enero,25,25260,Cundinamarca,El Rosal,4
2020,enero,25,25269,Cundinamarca,Facatativá,35
2020,enero,25,25279,Cundinamarca,Fomeque,3
2020,enero,25,25286,Cundinamarca,Funza,54
2020,enero,25,25290,Cundinamarca,Fusagasugá,70
2020,enero,25,25307,Cundinamarca,Girardot,36
2020,enero,25,25312,Cundinamarca,Granada,1
2020,enero,25,25320,Cundinamarca,Guaduas,10
2020,enero,25,25322,Cundinamarca,Guasca,7
2020,enero,25,25326,Cundinamarca,Guatavita,17
2020,enero,25,25377,Cundinamarca,La Calera,48
2020,enero,25,25386,Cundinamarca,La Mesa,19
2020,enero,25,25402,Cundinamarca,La Vega,9
2020,enero,25,25426,Cundinamarca,Macheta,3
2020,enero,25,25430,Cundinamarca,Madrid,34
2020,enero,25,25473,Cundinamarca,Mosquera,86
2020,enero,25,25486,Cundinamarca,Nemocón,6
2020,enero,25,25488,Cundinamarca,Nilo,103
2020,enero,25,25489,Cundinamarca,Nimaima,1
2020,enero,25,25491,Cundinamarca,Nocaima,3
2020,enero,25,25513,Cundinamarca,Pacho,4
2020,enero,25,25518,Cundinamarca,Paime,1
2020,enero,25,25592,Cundinamarca,Quebradanegra,4
2020,enero,25,25599,Cundinamarca,Apulo,1
2020,enero,25,25612,Cundinamarca,Ricaurte,1
2020,enero,25,25645,Cundinamarca,San Antonio del Tequendama,2
2020,enero,25,25658,Cundinamarca,San Francisco,1
2020,enero,25,25736,Cundinamarca,Sesquilé,10
2020,enero,25,25740,Cundinamarca,Sibaté,4
2020,enero,25,25743,Cundinamarca,Silvania,4
2020,enero,25,25745,Cundinamarca,Simijaca,1
2020,enero,25,25754,Cundinamarca,Soacha,75
2020,enero,25,25758,Cundinamarca,Sopó,17
2020,enero,25,25769,Cundinamarca,Subachoque,4
2020,enero,25,25777,Cundinamarca,Supatá,2
2020,enero,25,25785,Cundinamarca,Tabio,66
2020,enero,25,25797,Cundinamarca,Tena,1
2020,enero,25,25799,Cundinamarca,Tenjo,15
2020,enero,25,25815,Cundinamarca,Tocaima,2
2020,enero,25,25817,Cundinamarca,Tocancipá,52
2020,enero,25,25841,Cundinamarca,Ubaque,6
2020,enero,25,25843,Cundinamarca,Villa de San Diego de Ubate,1
2020,enero,25,25875,Cundinamarca,Villeta,1
2020,enero,25,25878,Cundinamarca,Viotá,1
2020,enero,25,25898,Cundinamarca,Zipacón,7
2020,enero,25,25899,Cundinamarca,Zipaquirá,93
2020,enero,27,27001,Chocó,Quibdó,17
2020,enero,27,27006,Chocó,Acandí,278
2020,enero,27,27050,Chocó,Atrato,3
2020,enero,27,27075,Chocó,Bahía Solano,10
2020,enero,27,27150,Chocó,Carmen del Darién,2
2020,enero,27,27245,Chocó,El Carmen de Atrato,5
2020,enero,27,27361,Chocó,Istmina,1
2020,enero,27,27372,Chocó,Juradó,8
2020,enero,27,27495,Chocó,Nuquí,4
2020,enero,41,41001,Huila,Neiva,231
2020,enero,41,41006,Huila,Acevedo,7
2020,enero,41,41016,Huila,Aipe,1
2020,enero,41,41020,Huila,Algeciras,1
2020,enero,41,41026,Huila,Altamira,1
2020,enero,41,41132,Huila,Campoalegre,3
2020,enero,41,41298,Huila,Garzón,3
2020,enero,41,41306,Huila,Gigante,1
2020,enero,41,41319,Huila,Guadalupe,2
2020,enero,41,41396,Huila,La Plata,4
2020,enero,41,41548,Huila,Pital,1
2020,enero,41,41551,Huila,Pitalito,64
2020,enero,41,41615,Huila,Rivera,2
2020,enero,41,41668,Huila,San Agustín,28
2020,enero,41,41791,Huila,Tarqui,2
2020,enero,41,41801,Huila,Teruel,1
2020,enero,41,41872,Huila,Villavieja,2
2020,enero,44,44001,La Guajira,Riohacha,878
2020,enero,44,44035,La Guajira,Albania,44
2020,enero,44,44078,La Guajira,Barrancas,7
2020,enero,44,44090,La Guajira,Dibulla,17
2020,enero,44,44098,La Guajira,Distracción,2
2020,enero,44,44279,La Guajira,Fonseca,9
2020,enero,44,44420,La Guajira,La Jagua del Pilar,1
2020,enero,44,44430,La Guajira,Maicao,2379
2020,enero,44,44560,La Guajira,Manaure,3
2020,enero,44,44650,La Guajira,San Juan del Cesar,1
2020,enero,44,44847,La Guajira,Uribia,9
2020,enero,44,44855,La Guajira,Urumita,2
2020,enero,44,44874,La Guajira,Villanueva,8
2020,enero,47,47001,Magdalena,Santa Marta,3454
2020,enero,47,47030,Magdalena,Algarrobo,15
2020,enero,47,47053,Magdalena,Aracataca,1
2020,enero,47,47161,Magdalena,Cerro San Antonio,1
2020,enero,47,47189,Magdalena,Ciénaga,20
2020,enero,47,47245,Magdalena,El Banco,5
2020,enero,47,47288,Magdalena,Fundación,4
2020,enero,47,47318,Magdalena,Guamal,4
2020,enero,47,47460,Magdalena,Nueva Granada,1
2020,enero,47,47551,Magdalena,Pivijay,2
2020,enero,47,47660,Magdalena,Sabanas de San Angel,2
2020,enero,47,47692,Magdalena,San Sebastián de Buenavista,5
2020,enero,47,47703,Magdalena,San Zenón,3
2020,enero,47,47707,Magdalena,Santa Ana,20
2020,enero,47,47720,Magdalena,Santa Bárbara de Pinto,3
2020,enero,47,47745,Magdalena,Sitionuevo,1
2020,enero,50,50001,Meta,Villavicencio,397
2020,enero,50,50006,Meta,Acacías,23
2020,enero,50,50110,Meta,Barranca de Upía,1
2020,enero,50,50150,Meta,Castilla La Nueva,1
2020,enero,50,50226,Meta,Cumaral,19
2020,enero,50,50313,Meta,Granada,16
2020,enero,50,50318,Meta,Guamal,6
2020,enero,50,50350,Meta,La Macarena,3
2020,enero,50,50400,Meta,Lejanías,2
2020,enero,50,50568,Meta,Puerto Gaitán,98
2020,enero,50,50573,Meta,Puerto López,2
2020,enero,50,50606,Meta,Restrepo,6
2020,enero,50,50683,Meta,San Juan de Arama,1
2020,enero,50,50689,Meta,San Martín,6
2020,enero,50,50711,Meta,Vistahermosa,4
2020,enero,52,52001,Nariño,Pasto,2001
2020,enero,52,52019,Nariño,Albán,10
2020,enero,52,52022,Nariño,Aldana,1
2020,enero,52,52036,Nariño,Ancuyá,1
2020,enero,52,52079,Nariño,Barbacoas,16
2020,enero,52,52110,Nariño,Buesaco,3
2020,enero,52,52215,Nariño,Córdoba,1
2020,enero,52,52227,Nariño,Cumbal,1
2020,enero,52,52240,Nariño,Chachagüí,4
2020,enero,52,52260,Nariño,El Tambo,1
2020,enero,52,52317,Nariño,Guachucal,2
2020,enero,52,52320,Nariño,Guaitarilla,1
2020,enero,52,52323,Nariño,Gualmatán,2
2020,enero,52,52356,Nariño,Ipiales,3484
2020,enero,52,52390,Nariño,La Tola,1
2020,enero,52,52399,Nariño,La Unión,1
2020,enero,52,52427,Nariño,Magüi,1
2020,enero,52,52480,Nariño,Nariño,3
2020,enero,52,52540,Nariño,Policarpa,1
2020,enero,52,52573,Nariño,Puerres,1
2020,enero,52,52612,Nariño,Ricaurte,3
2020,enero,52,52693,Nariño,San Pablo,2
2020,enero,52,52788,Nariño,Tangua,1
2020,enero,52,52835,Nariño,San Andres de Tumaco,40
2020,enero,52,52838,Nariño,Túquerres,7
2020,enero,52,52885,Nariño,Yacuanquer,1
2020,enero,54,54001,Norte de Santander,Cúcuta,8208
2020,enero,54,54003,Norte de Santander,Abrego,44
2020,enero,54,54099,Norte de Santander,Bochalema,1
2020,enero,54,54109,Norte de Santander,Bucarasica,5
2020,enero,54,54125,Norte de Santander,Cácota,25
2020,enero,54,54172,Norte de Santander,Chinácota,14
2020,enero,54,54223,Norte de Santander,Cucutilla,23
2020,enero,54,54239,Norte de Santander,Durania,2
2020,enero,54,54405,Norte de Santander,Los Patios,8
2020,enero,54,54498,Norte de Santander,Ocaña,20
2020,enero,54,54518,Norte de Santander,Pamplona,31
2020,enero,54,54520,Norte de Santander,Pamplonita,1
2020,enero,54,54553,Norte de Santander,Puerto Santander,4
2020,enero,54,54660,Norte de Santander,Salazar,1
2020,enero,54,54680,Norte de Santander,Santiago,2
2020,enero,54,54720,Norte de Santander,Sardinata,3
2020,enero,54,54810,Norte de Santander,Tibú,4
2020,enero,54,54820,Norte de Santander,Toledo,1
2020,enero,54,54871,Norte de Santander,Villa Caro,1
2020,enero,54,54874,Norte de Santander,Villa del Rosario,286
2020,enero,63,63001,Quindío,Armenia,1465
2020,enero,63,63111,Quindío,Buenavista,5
2020,enero,63,63130,Quindío,Calarca,38
2020,enero,63,63190,Quindío,Circasia,24
2020,enero,63,63272,Quindío,Filandia,22
2020,enero,63,63401,Quindío,La Tebaida,18
2020,enero,63,63470,Quindío,Montenegro,65
2020,enero,63,63548,Quindío,Pijao,5
2020,enero,63,63594,Quindío,Quimbaya,64
2020,enero,63,63690,Quindío,Salento,143
2020,enero,66,66001,Risaralda,Pereira,2529
2020,enero,66,66045,Risaralda,Apía,5
2020,enero,66,66088,Risaralda,Belén de Umbría,5
2020,enero,66,66170,Risaralda,Dosquebradas,161
2020,enero,66,66318,Risaralda,Guática,1
2020,enero,66,66400,Risaralda,La Virginia,9
2020,enero,66,66440,Risaralda,Marsella,6
2020,enero,66,66456,Risaralda,Mistrató,1
2020,enero,66,66572,Risaralda,Pueblo Rico,1
2020,enero,66,66594,Risaralda,Quinchía,1
2020,enero,66,66682,Risaralda,Santa Rosa de Cabal,80
2020,enero,66,66687,Risaralda,Santuario,8
2020,enero,68,68001,Santander,Bucaramanga,2281
2020,enero,68,68013,Santander,Aguada,7
2020,enero,68,68077,Santander,Barbosa,27
2020,enero,68,68079,Santander,Barichara,14
2020,enero,68,68081,Santander,Barrancabermeja,86
2020,enero,68,68101,Santander,Bolívar,1
2020,enero,68,68121,Santander,Cabrera,1
2020,enero,68,68167,Santander,Charalá,2
2020,enero,68,68229,Santander,Curití,4
2020,enero,68,68245,Santander,El Guacamayo,2
2020,enero,68,68271,Santander,Florián,1
2020,enero,68,68276,Santander,Floridablanca,147
2020,enero,68,68296,Santander,Galán,1
2020,enero,68,68307,Santander,Girón,29
2020,enero,68,68320,Santander,Guadalupe,2
2020,enero,68,68406,Santander,Lebrija,8
2020,enero,68,68432,Santander,Málaga,9
2020,enero,68,68500,Santander,Oiba,5
2020,enero,68,68547,Santander,Piedecuesta,46
2020,enero,68,68572,Santander,Puente Nacional,1
2020,enero,68,68615,Santander,Rionegro,5
2020,enero,68,68669,Santander,San Andrés,1
2020,enero,68,68679,Santander,San Gil,40
2020,enero,68,68689,Santander,San Vicente de Chucurí,1
2020,enero,68,68755,Santander,Socorro,11
2020,enero,68,68861,Santander,Vélez,4
2020,enero,68,68895,Santander,Zapatoca,3
2020,enero,70,70001,Sucre,Sincelejo,60
2020,enero,70,70110,Sucre,Buenavista,1
2020,enero,70,70204,Sucre,Coloso,1
2020,enero,70,70215,Sucre,Corozal,8
2020,enero,70,70221,Sucre,Coveñas,50
2020,enero,70,70670,Sucre,Sampués,2
2020,enero,70,70702,Sucre,San Juan de Betulia,1
2020,enero,70,70708,Sucre,San Marcos,2
2020,enero,70,70713,Sucre,San Onofre,3
2020,enero,70,70717,Sucre,San Pedro,2
2020,enero,70,70742,Sucre,San Luis de Sincé,4
2020,enero,70,70771,Sucre,Sucre,3
2020,enero,70,70823,Sucre,Tolú Viejo,4
2020,enero,73,73001,Tolima,Ibagué,361
2020,enero,73,73024,Tolima,Alpujarra,1
2020,enero,73,73026,Tolima,Alvarado,4
2020,enero,73,73055,Tolima,Armero,1
2020,enero,73,73124,Tolima,Cajamarca,2
2020,enero,73,73168,Tolima,Chaparral,1
2020,enero,73,73217,Tolima,Coyaima,1
2020,enero,73,73236,Tolima,Dolores,1
2020,enero,73,73268,Tolima,Espinal,11
2020,enero,73,73275,Tolima,Flandes,2
2020,enero,73,73283,Tolima,Fresno,2
2020,enero,73,73319,Tolima,Guamo,2
2020,enero,73,73349,Tolima,Honda,10
2020,enero,73,73352,Tolima,Icononzo,1
2020,enero,73,73408,Tolima,Lérida,2
2020,enero,73,73411,Tolima,Líbano,5
2020,enero,73,73443,Tolima,San Sebastián de Mariquita,7
2020,enero,73,73449,Tolima,Melgar,71
2020,enero,73,73483,Tolima,Natagaima,2
2020,enero,73,73585,Tolima,Purificación,5
2020,enero,73,73624,Tolima,Rovira,4
2020,enero,73,73671,Tolima,Saldaña,1
2020,enero,76,76001,Valle del Cauca,Cali,13780
2020,enero,76,76020,Valle del Cauca,Alcalá,64
2020,enero,76,76036,Valle del Cauca,Andalucía,18
2020,enero,76,76041,Valle del Cauca,Ansermanuevo,2
2020,enero,76,76054,Valle del Cauca,Argelia,1
2020,enero,76,76100,Valle del Cauca,Bolívar,3
2020,enero,76,76109,Valle del Cauca,Buenaventura,78
2020,enero,76,76111,Valle del Cauca,Guadalajara de Buga,67
2020,enero,76,76113,Valle del Cauca,Bugalagrande,53
2020,enero,76,76122,Valle del Cauca,Caicedonia,37
2020,enero,76,76126,Valle del Cauca,Calima,19
2020,enero,76,76130,Valle del Cauca,Candelaria,17
2020,enero,76,76147,Valle del Cauca,Cartago,160
2020,enero,76,76233,Valle del Cauca,Dagua,10
2020,enero,76,76243,Valle del Cauca,El Águila,4
2020,enero,76,76246,Valle del Cauca,El Cairo,4
2020,enero,76,76248,Valle del Cauca,El Cerrito,39
2020,enero,76,76275,Valle del Cauca,Florida,24
2020,enero,76,76306,Valle del Cauca,Ginebra,25
2020,enero,76,76318,Valle del Cauca,Guacarí,9
2020,enero,76,76364,Valle del Cauca,Jamundí,89
2020,enero,76,76377,Valle del Cauca,La Cumbre,5
2020,enero,76,76400,Valle del Cauca,La Unión,46
2020,enero,76,76403,Valle del Cauca,La Victoria,4
2020,enero,76,76497,Valle del Cauca,Obando,3
2020,enero,76,76520,Valle del Cauca,Palmira,395
2020,enero,76,76563,Valle del Cauca,Pradera,11
2020,enero,76,76606,Valle del Cauca,Restrepo,5
2020,enero,76,76616,Valle del Cauca,Riofrío,1
2020,enero,76,76622,Valle del Cauca,Roldanillo,349
2020,enero,76,76670,Valle del Cauca,San Pedro,2
2020,enero,76,76736,Valle del Cauca,Sevilla,10
2020,enero,76,76823,Valle del Cauca,Toro,3
2020,enero,76,76828,Valle del Cauca,Trujillo,10
2020,enero,76,76834,Valle del Cauca,Tuluá,204
2020,enero,76,76845,Valle del Cauca,Ulloa,3
2020,enero,76,76863,Valle del Cauca,Versalles,1
2020,enero,76,76869,Valle del Cauca,Vijes,1
2020,enero,76,76890,Valle del Cauca,Yotoco,4
2020,enero,76,76892,Valle del Cauca,Yumbo,51
2020,enero,76,76895,Valle del Cauca,Zarzal,11
2020,enero,81,81001,Arauca,Arauca,223
2020,enero,81,81065,Arauca,Arauquita,5
2020,enero,81,81736,Arauca,Saravena,6
2020,enero,81,81794,Arauca,Tame,10
2020,enero,85,85001,Casanare,Yopal,95
2020,enero,85,85010,Casanare,Aguazul,4
2020,enero,85,85125,Casanare,Hato Corozal,1
2020,enero,85,85139,Casanare,Maní,3
2020,enero,85,85410,Casanare,Tauramena,1
2020,enero,85,85440,Casanare,Villanueva,4
2020,enero,86,12001,Putumayo,Sin Especificar,1
2020,enero,86,86001,Putumayo,Mocoa,45
2020,enero,86,86219,Putumayo,Colón,2
2020,enero,86,86320,Putumayo,Orito,13
2020,enero,86,86568,Putumayo,Puerto Asís,76
2020,enero,86,86569,Putumayo,Puerto Caicedo,3
2020,enero,86,86571,Putumayo,Puerto Guzmán,1
