Año,Mes,Departamento,Municipio,Pasajeros Regulares
2025,Noviembre,Amazonas,Leticia," 14,795 "
2025,Noviembre,Antioquia,Carepa," 8,131 "
2025,Noviembre,Antioquia,Caucasia, 998 
2025,Noviembre,Antioquia,El Bagre, 793 
2025,Noviembre,Antioquia,Medellín," 49,536 "
2025,Noviembre,Antioquia,Rionegro," 388,248 "
2025,Noviembre,Arauca,Arauca," 6,349 "
2025,Noviembre,Arauca,SARAVENA," 2,590 "
2025,Noviembre,Arauca,Tame, 277 
2025,Noviembre,Atlántico,Barranquilla," 111,449 "
2025,Noviembre,"Bogotá, D.C.","Bogotá, D.C."," 1,042,840 "
2025,Noviembre,Bolívar,Cartagena," 234,674 "
2025,Noviembre,Bolívar,Mompós, 238 
2025,Noviembre,Boyacá,Paipa, 336 
2025,Noviembre,Caldas,Manizales," 2,302 "
2025,Noviembre,Caquetá,Florencia," 5,047 "
2025,Noviembre,Caquetá,San Vicente del Caguán, 313 
2025,Noviembre,Caquetá,Solano, 23 
2025,Noviembre,Casanare,Paz de Ariporo, 266 
2025,Noviembre,Casanare,Yopal," 14,766 "
2025,Noviembre,Cauca,Guapi," 3,459 "
2025,Noviembre,Cauca,popayán," 7,636 "
2025,Noviembre,Cauca,Timbiquí, 417 
2025,Noviembre,Cesar,Aguachica, 568 
2025,Noviembre,Cesar,VALLEDUPAR," 16,176 "
2025,Noviembre,Chocó,Acandí, 257 
2025,Noviembre,Chocó,Bahía Solano," 2,749 "
2025,Noviembre,Chocó,Condoto, 249 
2025,Noviembre,Chocó,Nuquí," 2,057 "
2025,Noviembre,Chocó,Quibdó," 15,273 "
2025,Noviembre,Córdoba,Montelíbano, 330 
2025,Noviembre,Córdoba,Montería," 62,664 "
2025,Noviembre,Guainía,Inírida," 3,423 "
2025,Noviembre,Guainía,San Felipe, 54 
2025,Noviembre,Guaviare,Miraflores, 16 
2025,Noviembre,Guaviare,San José del Guaviare, 762 
2025,Noviembre,Huila,Neiva," 13,227 "
2025,Noviembre,Huila,Pitalito," 2,246 "
2025,Noviembre,La Guajira,Riohacha," 24,273 "
2025,Noviembre,Magdalena,Santa Marta," 151,325 "
2025,Noviembre,Meta,Cumaral, -   
2025,Noviembre,Meta,La Macarena, 476 
2025,Noviembre,Meta,Villavicencio," 8,177 "
2025,Noviembre,Nariño,Pasto," 28,158 "
2025,Noviembre,Nariño,San Andres de Tumaco," 6,499 "
2025,Noviembre,Nariño,Aldana," 5,387 "
2025,Noviembre,Norte de Santander,Cúcuta," 57,456 "
2025,Noviembre,Norte de Santander,Ocaña, 339 
2025,Noviembre,Putumayo,Puerto Asís," 5,172 "
2025,Noviembre,Putumayo,Puerto Leguízamo, 871 
2025,Noviembre,Putumayo,Villagarzón," 1,308 "
2025,Noviembre,Quindío,Armenia," 22,546 "
2025,Noviembre,Risaralda,Pereira," 96,389 "
2025,Noviembre,San Andrés y Providencia,Providencia," 3,491 "
2025,Noviembre,San Andrés y Providencia,San Andrés," 102,618 "
2025,Noviembre,Santander,Barrancabermeja," 4,617 "
2025,Noviembre,Santander,Bucaramanga," 79,416 "
2025,Noviembre,Sucre,Corozal," 2,353 "
2025,Noviembre,Sucre,San José De Toluviejo, 212 
2025,Noviembre,Tolima,Flandes, 42 
2025,Noviembre,Tolima,Ibagué," 8,740 "
2025,Noviembre,Valle del Cauca,Buenaventura, 299 
2025,Noviembre,Valle del Cauca,Cali," 229,269 "
2025,Noviembre,Valle del Cauca,Roldanillo, 127 
2025,Noviembre,Vaupés,Mitú," 1,849 "
2025,Noviembre,Vichada,PUERTO CARREÑO," 2,849 "
2025,Diciembre,Amazonas,LA CHORRERA, 237 
2025,Diciembre,Amazonas,La Pedrera, 132 
2025,Diciembre,Amazonas,Leticia," 15,606 "
2025,Diciembre,Antioquia,Carepa," 7,815 "
2025,Diciembre,Antioquia,Caucasia, 951 
2025,Diciembre,Antioquia,El Bagre, 738 
2025,Diciembre,Antioquia,Medellín," 49,892 "
2025,Diciembre,Antioquia,Rionegro," 431,837 "
2025,Diciembre,Arauca,Arauca," 6,995 "
2025,Diciembre,Arauca,SARAVENA," 2,527 "
2025,Diciembre,Arauca,Tame, 365 
2025,Diciembre,Atlántico,Barranquilla," 127,626 "
2025,Diciembre,"Bogotá, D.C.","Bogotá, D.C."," 1,018,818 "
2025,Diciembre,Bolívar,Cartagena," 262,879 "
2025,Diciembre,Bolívar,Mompós, 441 
2025,Diciembre,Boyacá,Paipa, 417 
2025,Diciembre,Caldas,Manizales," 3,355 "
2025,Diciembre,Caquetá,Florencia," 4,767 "
2025,Diciembre,Caquetá,San Vicente del Caguán, 421 
2025,Diciembre,Caquetá,Solano, 52 
2025,Diciembre,Casanare,Paz de Ariporo, 334 
2025,Diciembre,Casanare,Yopal," 15,391 "
2025,Diciembre,Cauca,Guapi," 4,054 "
2025,Diciembre,Cauca,popayán," 9,413 "
2025,Diciembre,Cauca,Timbiquí, 475 
2025,Diciembre,Cesar,Aguachica, 842 
2025,Diciembre,Cesar,VALLEDUPAR," 19,271 "
2025,Diciembre,Chocó,Acandí, 320 
2025,Diciembre,Chocó,Bahía Solano," 3,683 "
2025,Diciembre,Chocó,Condoto, 290 
2025,Diciembre,Chocó,Nuquí," 3,539 "
2025,Diciembre,Chocó,Quibdó," 18,086 "
2025,Diciembre,Córdoba,Montelíbano, 415 
2025,Diciembre,Córdoba,Montería," 75,658 "
2025,Diciembre,Guainía,Inírida," 3,568 "
2025,Diciembre,Guainía,San Felipe, 41 
2025,Diciembre,Guaviare,Miraflores, 18 
2025,Diciembre,Guaviare,San José del Guaviare, 796 
2025,Diciembre,Huila,Neiva," 13,661 "
2025,Diciembre,Huila,Pitalito," 2,743 "
2025,Diciembre,La Guajira,Riohacha," 26,904 "
2025,Diciembre,Magdalena,Santa Marta," 171,386 "
2025,Diciembre,Meta,La Macarena, 139 
2025,Diciembre,Meta,Villavicencio," 8,212 "
2025,Diciembre,Nariño,Pasto," 32,474 "
2025,Diciembre,Nariño,San Andres de Tumaco," 7,909 "
2025,Diciembre,Nariño,Aldana," 6,915 "
2025,Diciembre,Norte de Santander,Cúcuta," 67,970 "
2025,Diciembre,Norte de Santander,Ocaña, 445 
2025,Diciembre,Putumayo,Puerto Asís," 5,354 "
2025,Diciembre,Putumayo,Puerto Leguízamo, 865 
2025,Diciembre,Putumayo,Villagarzón," 1,289 "
2025,Diciembre,Quindío,Armenia," 25,111 "
2025,Diciembre,Risaralda,Pereira," 101,155 "
2025,Diciembre,San Andrés y Providencia,Providencia," 5,174 "
2025,Diciembre,San Andrés y Providencia,San Andrés," 118,501 "
2025,Diciembre,Santander,Barrancabermeja," 5,405 "
2025,Diciembre,Santander,Bucaramanga," 92,935 "
2025,Diciembre,Santander,San Gil, 195 
2025,Diciembre,Sucre,Corozal," 1,356 "
2025,Diciembre,Sucre,San José De Toluviejo," 4,703 "
2025,Diciembre,Tolima,Flandes, 107 
2025,Diciembre,Tolima,Ibagué," 9,209 "
2025,Diciembre,Valle del Cauca,Buenaventura, 362 
2025,Diciembre,Valle del Cauca,Cali," 242,480 "
2025,Diciembre,Valle del Cauca,Roldanillo, 153 
2025,Diciembre,Vaupés,Mitú," 1,860 "
2025,Diciembre,Vichada,PUERTO CARREÑO," 3,125 "
2022,enero,73,73443,Tolima
2022,enero,73,73449,Tolima
2022,enero,73,73461,Tolima
2022,enero,73,73504,Tolima
2022,enero,73,73520,Tolima
2022,enero,73,73555,Tolima
2022,enero,73,73624,Tolima
2022,enero,73,73671,Tolima
2022,enero,73,73678,Tolima
2022,enero,73,73861,Tolima
2022,enero,73,73873,Tolima
2022,enero,76,76001,Valle del Cauca
2022,enero,76,76020,Valle del Cauca
2022,enero,76,76036,Valle del Cauca
2022,enero,76,76041,Valle del Cauca
2022,enero,76,76054,Valle del Cauca
2022,enero,76,76100,Valle del Cauca
2022,enero,76,76109,Valle del Cauca
2022,enero,76,76111,Valle del Cauca
2022,enero,76,76113,Valle del Cauca
2022,enero,76,76122,Valle del Cauca
2022,enero,76,76126,Valle del Cauca
2022,enero,76,76130,Valle del Cauca
2022,enero,76,76147,Valle del Cauca
2022,enero,76,76233,Valle del Cauca
2022,enero,76,76246,Valle del Cauca
2022,enero,76,76248,Valle del Cauca
2022,enero,76,76250,Valle del Cauca
2022,enero,76,76275,Valle del Cauca
2022,enero,76,76306,Valle del Cauca
2022,enero,76,76318,Valle del Cauca
2022,enero,76,76364,Valle del Cauca
2022,enero,76,76377,Valle del Cauca
2022,enero,76,76400,Valle del Cauca
2022,enero,76,76403,Valle del Cauca
2022,enero,76,76497,Valle del Cauca
2022,enero,76,76520,Valle del Cauca
2022,enero,76,76563,Valle del Cauca
2022,enero,76,76606,Valle del Cauca
2022,enero,76,76616,Valle del Cauca
2022,enero,76,76622,Valle del Cauca
2022,enero,76,76670,Valle del Cauca
2022,enero,76,76736,Valle del Cauca
2022,enero,76,76823,Valle del Cauca
2022,enero,76,76828,Valle del Cauca
2022,enero,76,76834,Valle del Cauca
2022,enero,76,76863,Valle del Cauca
2022,enero,76,76869,Valle del Cauca
2022,enero,76,76890,Valle del Cauca
2022,enero,76,76892,Valle del Cauca
2022,enero,76,76895,Valle del Cauca
2022,enero,81,81001,Arauca
2022,enero,81,81065,Arauca
2022,enero,81,81220,Arauca
2022,enero,81,81591,Arauca
2022,enero,81,81736,Arauca
2022,enero,81,81794,Arauca
2022,enero,85,85001,Casanare
2022,enero,85,85010,Casanare
2022,enero,85,85162,Casanare
2022,enero,85,85250,Casanare
2022,enero,85,85325,Casanare
2022,enero,85,85410,Casanare
2022,enero,85,85440,Casanare
2022,enero,86,86001,Putumayo
2022,enero,86,86320,Putumayo
2022,enero,86,86568,Putumayo
2022,enero,86,86569,Putumayo
2022,enero,86,86573,Putumayo
2022,enero,86,86749,Putumayo
2022,enero,86,86757,Putumayo
2022,enero,86,86760,Putumayo
2022,enero,86,86885,Putumayo
2022,enero,88,88001,San Andrés y Providencia
2022,enero,88,88564,San Andrés y Providencia
2022,enero,91,91001,Amazonas
2022,enero,91,91263,Amazonas
2022,enero,91,91530,Amazonas
2022,enero,91,91540,Amazonas
2022,enero,94,94001,Guainía
2022,enero,94,94343,Guainía
2022,enero,94,94884,Guainía
2022,enero,94,94885,Guainía
2022,enero,95,95001,Guaviare
2022,enero,95,95015,Guaviare
2022,enero,97,97001,Vaupés
2022,enero,99,99001,Vichada
2022,enero,99,99524,Vichada
2022,enero,99,99773,Vichada
2022,febrero,1,99774,Sin Especificar
2022,febrero,5,5001,Antioquia
2022,febrero,5,5002,Antioquia
2022,febrero,5,5004,Antioquia
2022,febrero,5,5021,Antioquia
2022,febrero,5,5030,Antioquia
2022,febrero,5,5034,Antioquia
2022,febrero,5,5038,Antioquia
2022,febrero,5,5040,Antioquia
2022,febrero,5,5042,Antioquia
2022,febrero,5,5044,Antioquia
2022,febrero,5,5045,Antioquia
2022,febrero,5,5051,Antioquia
2022,febrero,5,5055,Antioquia
2022,febrero,5,5059,Antioquia
2022,febrero,5,5079,Antioquia
2022,febrero,5,5086,Antioquia
2022,febrero,5,5088,Antioquia
2022,febrero,5,5101,Antioquia
2022,febrero,5,5113,Antioquia
2022,febrero,5,5120,Antioquia
2022,febrero,5,5125,Antioquia
2022,febrero,5,5129,Antioquia
2022,febrero,5,5134,Antioquia
2022,febrero,5,5138,Antioquia
2022,febrero,5,5147,Antioquia
2022,febrero,5,5148,Antioquia
2022,febrero,5,5150,Antioquia
2022,febrero,5,5154,Antioquia
2022,febrero,5,5172,Antioquia
2022,febrero,5,5197,Antioquia
2022,febrero,5,5206,Antioquia
2022,febrero,5,5212,Antioquia
2022,febrero,5,5234,Antioquia
2022,febrero,5,5237,Antioquia
2022,febrero,5,5240,Antioquia
2022,febrero,5,5250,Antioquia
2022,febrero,5,5264,Antioquia
2022,febrero,5,5266,Antioquia
2022,febrero,5,5282,Antioquia
2022,febrero,5,5306,Antioquia
2022,febrero,5,5308,Antioquia
2022,febrero,5,5310,Antioquia
2022,febrero,5,5313,Antioquia
2022,febrero,5,5315,Antioquia
2022,febrero,5,5318,Antioquia
2022,febrero,5,5321,Antioquia
2022,febrero,5,5347,Antioquia
2022,febrero,5,5353,Antioquia
2022,febrero,5,5360,Antioquia
2022,febrero,5,5364,Antioquia
2022,febrero,5,5368,Antioquia
2022,febrero,5,5376,Antioquia
2022,febrero,5,5380,Antioquia
2022,febrero,5,5390,Antioquia
2022,febrero,5,5400,Antioquia
2022,febrero,5,5425,Antioquia
2022,febrero,5,5440,Antioquia
2022,febrero,5,5467,Antioquia
2022,febrero,5,5475,Antioquia
2022,febrero,5,5480,Antioquia
2022,febrero,5,5483,Antioquia
2022,febrero,5,5490,Antioquia
2022,febrero,5,5501,Antioquia
2022,febrero,5,5541,Antioquia
2022,febrero,5,5576,Antioquia
2022,febrero,5,5591,Antioquia
2022,febrero,5,5604,Antioquia
2022,febrero,5,5607,Antioquia
2022,febrero,5,5615,Antioquia
2022,febrero,5,5628,Antioquia
2022,febrero,5,5631,Antioquia
2022,febrero,5,5642,Antioquia
2022,febrero,5,5647,Antioquia
2022,febrero,5,5649,Antioquia
2022,febrero,5,5652,Antioquia
2022,febrero,5,5656,Antioquia
2022,febrero,5,5658,Antioquia
2022,febrero,5,5659,Antioquia
2022,febrero,5,5660,Antioquia
2022,febrero,5,5664,Antioquia
2022,febrero,5,5667,Antioquia
2022,febrero,5,5674,Antioquia
2022,febrero,5,5679,Antioquia
2022,febrero,5,5686,Antioquia
2022,febrero,5,5690,Antioquia
2022,febrero,5,5697,Antioquia
2022,febrero,5,5736,Antioquia
2022,febrero,5,5756,Antioquia
2022,febrero,5,5761,Antioquia
2022,febrero,5,5809,Antioquia
2022,febrero,5,5837,Antioquia
2022,febrero,5,5856,Antioquia
2022,febrero,5,5858,Antioquia
2022,febrero,5,5861,Antioquia
2022,febrero,5,5887,Antioquia
2022,febrero,5,5895,Antioquia
2022,febrero,8,8001,Atlántico
2022,febrero,8,8078,Atlántico
2022,febrero,8,8137,Atlántico
2022,febrero,8,8141,Atlántico
2022,febrero,8,8296,Atlántico
2022,febrero,8,8372,Atlántico
2022,febrero,8,8421,Atlántico
2022,febrero,8,8433,Atlántico
2022,febrero,8,8436,Atlántico
2022,febrero,8,8520,Atlántico
2022,febrero,8,8558,Atlántico
2022,febrero,8,8560,Atlántico
2022,febrero,8,8573,Atlántico
2022,febrero,8,8606,Atlántico
2022,febrero,8,8634,Atlántico
2022,febrero,8,8638,Atlántico
2022,febrero,8,8675,Atlántico
2022,febrero,8,8685,Atlántico
2022,febrero,8,8758,Atlántico
2022,febrero,8,8770,Atlántico
2022,febrero,8,8832,Atlántico
2022,febrero,11,11001,"Bogotá, D.C."
2022,febrero,12,12001,Sin Especificar
2022,febrero,13,13001,Bolívar
2022,febrero,13,13006,Bolívar
2022,febrero,13,13030,Bolívar
2022,febrero,13,13052,Bolívar
2022,febrero,13,13062,Bolívar
2022,febrero,13,13074,Bolívar
2022,febrero,13,13140,Bolívar
2022,febrero,13,13160,Bolívar
2022,febrero,13,13188,Bolívar
2022,febrero,13,13212,Bolívar
2022,febrero,13,13222,Bolívar
2022,febrero,13,13244,Bolívar
2022,febrero,13,13430,Bolívar
2022,febrero,13,13433,Bolívar
2022,febrero,13,13440,Bolívar
2022,febrero,13,13442,Bolívar
2022,febrero,13,13458,Bolívar
2022,febrero,13,13468,Bolívar
2022,febrero,13,13620,Bolívar
2022,febrero,13,13647,Bolívar
2022,febrero,13,13657,Bolívar
2022,febrero,13,13667,Bolívar
2022,febrero,13,13670,Bolívar
2022,febrero,13,13673,Bolívar
2022,febrero,13,13683,Bolívar
2022,febrero,13,13744,Bolívar
2022,febrero,13,13780,Bolívar
2022,febrero,13,13836,Bolívar
2022,febrero,13,13838,Bolívar
2022,febrero,15,15001,Boyacá
2022,febrero,15,15022,Boyacá
2022,febrero,15,15047,Boyacá
2022,febrero,15,15051,Boyacá
2022,febrero,15,15087,Boyacá
2022,febrero,15,15104,Boyacá
2022,febrero,15,15176,Boyacá
2022,febrero,15,15226,Boyacá
2022,febrero,15,15236,Boyacá
2022,febrero,15,15238,Boyacá
2022,febrero,15,15244,Boyacá
2022,febrero,15,15272,Boyacá
2022,febrero,15,15293,Boyacá
2022,febrero,15,15299,Boyacá
2022,febrero,15,15322,Boyacá
2022,febrero,15,15367,Boyacá
2022,febrero,15,15380,Boyacá
2022,febrero,15,15407,Boyacá
2022,febrero,15,15425,Boyacá
2022,febrero,15,15455,Boyacá
2022,febrero,15,15466,Boyacá
2022,febrero,15,15469,Boyacá
2022,febrero,15,15480,Boyacá
2022,febrero,15,15491,Boyacá
2022,febrero,15,15507,Boyacá
2022,febrero,15,15511,Boyacá
2022,febrero,15,15516,Boyacá
2022,febrero,15,15537,Boyacá
2022,febrero,15,15572,Boyacá
2022,febrero,15,15600,Boyacá
2022,febrero,15,15681,Boyacá
2022,febrero,15,15686,Boyacá
2022,febrero,15,15690,Boyacá
2022,febrero,15,15753,Boyacá
2022,febrero,15,15759,Boyacá
2022,febrero,15,15761,Boyacá
2022,febrero,15,15764,Boyacá
2022,febrero,15,15804,Boyacá
2022,febrero,15,15814,Boyacá
2022,febrero,15,15835,Boyacá
2022,febrero,15,15837,Boyacá
2022,febrero,17,17001,Caldas
2022,febrero,17,17013,Caldas
2022,febrero,17,17042,Caldas
2022,febrero,17,17050,Caldas
2022,febrero,17,17088,Caldas
2022,febrero,17,17174,Caldas
2022,febrero,17,17272,Caldas
2022,febrero,17,17380,Caldas
2022,febrero,17,17388,Caldas
2022,febrero,17,17433,Caldas
2022,febrero,17,17442,Caldas
2022,febrero,17,17446,Caldas
2022,febrero,17,17486,Caldas
2022,febrero,17,17495,Caldas
2022,febrero,17,17513,Caldas
2022,febrero,17,17524,Caldas
2022,febrero,17,17614,Caldas
2022,febrero,17,17616,Caldas
2022,febrero,17,17653,Caldas
2022,febrero,17,17662,Caldas
2022,febrero,17,17665,Caldas
2022,febrero,17,17777,Caldas
2022,febrero,17,17873,Caldas
2022,febrero,17,17877,Caldas
2022,febrero,18,18001,Caquetá
2022,febrero,18,18150,Caquetá
2022,febrero,18,18247,Caquetá
2022,febrero,18,18256,Caquetá
2022,febrero,18,18592,Caquetá
2022,febrero,18,18753,Caquetá
2022,febrero,19,19001,Cauca
2022,febrero,19,19022,Cauca
2022,febrero,19,19050,Cauca
2022,febrero,19,19075,Cauca
2022,febrero,19,19100,Cauca
2022,febrero,19,19110,Cauca
2022,febrero,19,19130,Cauca
2022,febrero,19,19137,Cauca
2022,febrero,19,19142,Cauca
2022,febrero,19,19212,Cauca
2022,febrero,19,19256,Cauca
2022,febrero,19,19290,Cauca
2022,febrero,19,19300,Cauca
2022,febrero,19,19318,Cauca
2022,febrero,19,19392,Cauca
2022,febrero,19,19418,Cauca
2022,febrero,19,19450,Cauca
2022,febrero,19,19455,Cauca
2022,febrero,19,19513,Cauca
2022,febrero,19,19532,Cauca
2022,febrero,19,19533,Cauca
2022,febrero,19,19548,Cauca
2022,febrero,19,19573,Cauca
2022,febrero,19,19622,Cauca
2022,febrero,19,19693,Cauca
2022,febrero,19,19698,Cauca
2022,febrero,19,19743,Cauca
2022,febrero,19,19785,Cauca
2022,febrero,19,19807,Cauca
2022,febrero,19,19845,Cauca
2022,febrero,20,20001,Cesar
2022,febrero,20,20011,Cesar
2022,febrero,20,20013,Cesar
2022,febrero,20,20032,Cesar
2022,febrero,20,20045,Cesar
2022,febrero,20,20060,Cesar
2022,febrero,20,20228,Cesar
2022,febrero,20,20250,Cesar
2022,febrero,20,20383,Cesar
2022,febrero,20,20400,Cesar
2022,febrero,20,20517,Cesar
2022,febrero,20,20570,Cesar
2022,febrero,20,20621,Cesar
2022,febrero,20,20750,Cesar
2022,febrero,23,23001,Córdoba
2022,febrero,23,23068,Córdoba
2022,febrero,23,23162,Córdoba
2022,febrero,23,23168,Córdoba
2022,febrero,23,23182,Córdoba
2022,febrero,23,23189,Córdoba
2022,febrero,23,23300,Córdoba
2022,febrero,23,23417,Córdoba
2022,febrero,23,23419,Córdoba
2022,febrero,23,23464,Córdoba
2022,febrero,23,23466,Córdoba
2022,febrero,23,23500,Córdoba
2022,febrero,23,23555,Córdoba
2022,febrero,23,23570,Córdoba
2022,febrero,23,23586,Córdoba
2022,febrero,23,23660,Córdoba
2022,febrero,23,23672,Córdoba
2022,febrero,23,23675,Córdoba
2022,febrero,23,23678,Córdoba
2022,febrero,23,23686,Córdoba
2022,febrero,23,23807,Córdoba
2022,febrero,23,23855,Córdoba
2022,febrero,25,25001,Cundinamarca
2022,febrero,25,25019,Cundinamarca
2022,febrero,25,25035,Cundinamarca
2022,febrero,25,25040,Cundinamarca
2022,febrero,25,25086,Cundinamarca
2022,febrero,25,25099,Cundinamarca
2022,febrero,25,25120,Cundinamarca
2022,febrero,25,25123,Cundinamarca
2022,febrero,25,25126,Cundinamarca
2022,febrero,25,25148,Cundinamarca
2022,febrero,25,25151,Cundinamarca
2022,febrero,25,25154,Cundinamarca
2022,febrero,25,25168,Cundinamarca
2022,febrero,25,25175,Cundinamarca
2022,febrero,25,25178,Cundinamarca
2022,febrero,25,25181,Cundinamarca
2022,febrero,25,25183,Cundinamarca
2022,febrero,25,25200,Cundinamarca
2022,febrero,25,25214,Cundinamarca
2022,febrero,25,25245,Cundinamarca
2022,febrero,25,25258,Cundinamarca
2022,febrero,25,25260,Cundinamarca
2022,febrero,25,25269,Cundinamarca
2022,febrero,25,25281,Cundinamarca
2022,febrero,25,25286,Cundinamarca
2022,febrero,25,25288,Cundinamarca
2022,febrero,25,25290,Cundinamarca
2022,febrero,25,25295,Cundinamarca
2022,febrero,25,25307,Cundinamarca
2022,febrero,25,25317,Cundinamarca
2022,febrero,25,25320,Cundinamarca
2022,febrero,25,25322,Cundinamarca
2022,febrero,25,25326,Cundinamarca
2022,febrero,25,25377,Cundinamarca
2022,febrero,25,25386,Cundinamarca
2022,febrero,25,25402,Cundinamarca
2022,febrero,25,25426,Cundinamarca
2022,febrero,25,25430,Cundinamarca
2022,febrero,25,25438,Cundinamarca
2022,febrero,25,25473,Cundinamarca
2022,febrero,25,25483,Cundinamarca
2022,febrero,25,25486,Cundinamarca
2022,febrero,25,25488,Cundinamarca
2022,febrero,25,25491,Cundinamarca
2022,febrero,25,25513,Cundinamarca
2022,febrero,25,25572,Cundinamarca
2022,febrero,25,25594,Cundinamarca
2022,febrero,25,25596,Cundinamarca
2022,febrero,25,25599,Cundinamarca
2022,febrero,25,25612,Cundinamarca
2022,febrero,25,25645,Cundinamarca
2022,febrero,25,25649,Cundinamarca
2022,febrero,25,25658,Cundinamarca
2022,febrero,25,25718,Cundinamarca
2022,febrero,25,25736,Cundinamarca
2022,febrero,25,25740,Cundinamarca
2022,febrero,25,25743,Cundinamarca
2022,febrero,25,25745,Cundinamarca
2022,febrero,25,25754,Cundinamarca
2022,febrero,25,25758,Cundinamarca
2022,febrero,25,25769,Cundinamarca
2022,febrero,25,25772,Cundinamarca
2022,febrero,25,25779,Cundinamarca
2022,febrero,25,25785,Cundinamarca
2022,febrero,25,25797,Cundinamarca
2022,febrero,25,25799,Cundinamarca
2022,febrero,25,25805,Cundinamarca
2022,febrero,25,25807,Cundinamarca
2022,febrero,25,25815,Cundinamarca
2022,febrero,25,25817,Cundinamarca
2022,febrero,25,25839,Cundinamarca
2022,febrero,25,25841,Cundinamarca
2022,febrero,25,25843,Cundinamarca
2022,febrero,25,25873,Cundinamarca
2022,febrero,25,25875,Cundinamarca
2022,febrero,25,25898,Cundinamarca
2022,febrero,25,25899,Cundinamarca
2022,febrero,27,27001,Chocó
2022,febrero,27,27006,Chocó
2022,febrero,27,27075,Chocó
2022,febrero,27,27205,Chocó
2022,febrero,27,27245,Chocó
2022,febrero,27,27361,Chocó
2022,febrero,27,27372,Chocó
2022,febrero,27,27450,Chocó
2022,febrero,27,27495,Chocó
2022,febrero,41,41001,Huila
2022,febrero,41,41006,Huila
2022,febrero,41,41013,Huila
2022,febrero,41,41016,Huila
2022,febrero,41,41020,Huila
2022,febrero,41,41132,Huila
2022,febrero,41,41298,Huila
2022,febrero,41,41306,Huila
2022,febrero,41,41319,Huila
2022,febrero,41,41396,Huila
2022,febrero,41,41503,Huila
2022,febrero,41,41524,Huila
2022,febrero,41,41548,Huila
2022,febrero,41,41551,Huila
2022,febrero,41,41615,Huila
2022,febrero,41,41668,Huila
2022,febrero,41,41770,Huila
2022,febrero,41,41791,Huila
2022,febrero,41,41807,Huila
2022,febrero,41,41872,Huila
2022,febrero,41,41885,Huila
2022,febrero,44,44001,La Guajira
2022,febrero,44,44035,La Guajira
2022,febrero,44,44078,La Guajira
2022,febrero,44,44090,La Guajira
2022,febrero,44,44110,La Guajira
2022,febrero,44,44279,La Guajira
2022,febrero,44,44378,La Guajira
2022,febrero,44,44420,La Guajira
2022,febrero,44,44430,La Guajira
2022,febrero,44,44560,La Guajira
2022,febrero,44,44650,La Guajira
2022,febrero,44,44847,La Guajira
2022,febrero,44,44855,La Guajira
2022,febrero,44,44874,La Guajira
2022,febrero,47,47001,Magdalena
2022,febrero,47,47030,Magdalena
2022,febrero,47,47053,Magdalena
2022,febrero,47,47058,Magdalena
2022,febrero,47,47161,Magdalena
2022,febrero,47,47170,Magdalena
2022,febrero,47,47189,Magdalena
2022,febrero,47,47205,Magdalena
2022,febrero,47,47288,Magdalena
2022,febrero,47,47318,Magdalena
2022,febrero,47,47460,Magdalena
2022,febrero,47,47541,Magdalena
2022,febrero,47,47551,Magdalena
2022,febrero,47,47555,Magdalena
2022,febrero,47,47660,Magdalena
2022,febrero,47,47675,Magdalena
2022,febrero,47,47692,Magdalena
2022,febrero,47,47707,Magdalena
2022,febrero,47,47798,Magdalena
2022,febrero,47,47980,Magdalena
2022,febrero,50,50001,Meta
2022,febrero,50,50006,Meta
2022,febrero,50,50110,Meta
2022,febrero,50,50226,Meta
2022,febrero,50,50313,Meta
2022,febrero,50,50318,Meta
2022,febrero,50,50330,Meta
2022,febrero,50,50450,Meta
2022,febrero,50,50568,Meta
2022,febrero,50,50573,Meta
2022,febrero,50,50577,Meta
2022,febrero,50,50606,Meta
2022,febrero,50,50680,Meta
2022,febrero,50,50689,Meta
2022,febrero,50,50711,Meta
2022,febrero,52,52001,Nariño
2022,febrero,52,52019,Nariño
2022,febrero,52,52022,Nariño
2022,febrero,52,52079,Nariño
2022,febrero,52,52210,Nariño
2022,febrero,52,52215,Nariño
2022,febrero,52,52224,Nariño
2022,febrero,52,52227,Nariño
2022,febrero,52,52240,Nariño
2022,febrero,52,52320,Nariño
2022,febrero,52,52323,Nariño
2022,febrero,52,52356,Nariño
2022,febrero,52,52378,Nariño
2022,febrero,52,52399,Nariño
2022,febrero,52,52480,Nariño
2022,febrero,52,52540,Nariño
2022,febrero,52,52560,Nariño
2022,febrero,52,52786,Nariño
2022,febrero,52,52835,Nariño
2022,febrero,52,52838,Nariño
2022,febrero,54,54001,Norte de Santander
2022,febrero,54,54003,Norte de Santander
2022,febrero,54,54051,Norte de Santander
2022,febrero,54,54109,Norte de Santander
2022,febrero,54,54125,Norte de Santander
2022,febrero,54,54172,Norte de Santander
2022,febrero,54,54174,Norte de Santander
2022,febrero,54,54223,Norte de Santander
2022,febrero,54,54261,Norte de Santander
2022,febrero,54,54405,Norte de Santander
2022,febrero,54,54418,Norte de Santander
2022,febrero,54,54498,Norte de Santander
2022,febrero,54,54518,Norte de Santander
2022,febrero,54,54520,Norte de Santander
2022,febrero,54,54553,Norte de Santander
2022,febrero,54,54680,Norte de Santander
2022,febrero,54,54720,Norte de Santander
2022,febrero,54,54810,Norte de Santander
2022,febrero,54,54820,Norte de Santander
2022,febrero,54,54871,Norte de Santander
